tipo,insumo,unidad,precio_bs,bono_bs,factor_depreciacion,precio_usd,fecha_vigencia,archivo,ref_maprex,notas
mano_obra,INGENIERO CIVIL P-7 CIV (14 A 15 AÑOS DE EXP,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS001,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,ARQUITECTO P-2 CIV (4 A 5 AÑOS EXPER.),dia,27665.36,0.00,,43.6800,2026-07-01,mano_de_obra.pdf,DIS002,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,ARQUITECTO PAISAJISTA P-3 CIV (6 A 7 AÑOS EX,dia,31497.21,0.00,,49.7300,2026-07-01,mano_de_obra.pdf,DIS003,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO SANITARIO P-7 CIV (14 A 15 AÑOS EX,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS004,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO ELECTRICISTA P-7 CIV,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS005,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO GEODESTA P-7 CIV,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS006,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO MECANICO P-7 CIV,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS007,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO P-7 CIV,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS008,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,PASAJE Y TRASLADOS,dia,44335.51,0.00,,70.0000,2026-07-01,mano_de_obra.pdf,DIS009,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,ARQUITECTO P-5 CIV (10 A 11 AÑOS EXPER.),dia,39224.26,0.00,,61.9300,2026-07-01,mano_de_obra.pdf,DIS012,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
